NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
9299,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,4000000,17,2
9301,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA RR 250 MONO,4700000,35,2
9303,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2500000,35,2
9305,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,6800000,35,2
9307,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,LEXI S,2700000,17,2
9308,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,3300000,29,2
9311,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,1873486,29,2
9314,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,1098961,30,2
9315,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1329333,29,2
9324,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NMAX ABS,4802750,29,2
9325,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2599960,35,2
9329,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,2126162,31,2
9334,CIMANGGU,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,5000000,23,2
9335,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5300000,35,2
9337,GUDANGKAHURIPAN,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,5500000,23,2
9338,CILILIN,CILILIN,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,2900000,29,2
9339,GALANGGANG,BATUJAJAR,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3100000,23,2
9344,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R,4300000,23,2
9345,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5600000,23,2
9346,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV,3700000,29,2
9347,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,GENIO ISS,2500000,23,2
9348,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,3418480,23,2
9350,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,35,2
9354,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4120950,29,2
9355,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,2300000,35,2
9357,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,R15,1973560,35,2
9358,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3500000,35,2
9361,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,23,2
9362,SUKAMULYA,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,W175 SE,5300000,29,2
9363,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,SONIC 150 R,2790800,11,2
9365,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3400000,29,2
9368,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,7109780,23,2
9370,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150 SCDZ,3400000,35,2
9372,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,2700000,35,2
9373,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2000000,23,2
9374,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,3210200,23,2
9376,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,GSX R 150,3700000,23,2
9378,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4600000,23,2
9379,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,23,2
9382,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,6870290,29,2
9395,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,9945600,17,2
9398,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3000000,11,2
9399,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6300000,29,2
9401,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5711400,17,2
9402,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4750000,35,2
9403,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2609100,23,2
9406,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2400000,29,2
9407,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4650000,35,2
9415,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,4509500,35,2
9422,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,3698356,27,2
9424,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3200000,35,2
9426,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA R - KR 150 L,11893895,19,2
9430,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3100000,23,2
9432,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW VIXION,3500000,29,2
9437,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,5300000,23,2
9438,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,1989600,17,2
9439,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,LEXI S,3600000,35,2
9440,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,2900000,35,2
9441,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,XMAX,25607800,17,2
9444,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,35,2
9450,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3300000,35,2
9451,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4700000,23,2
9452,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2763800,23,2
9453,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4000000,35,2
9454,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,GENIO CBS,3100000,35,2
9457,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3500000,17,2
9458,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,2300000,23,2
9460,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2300000,23,2
9469,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1285900,23,2
9470,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,VIXION,1100000,11,2
9473,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,11800000,35,2
9476,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA 250,11783000,17,2
9479,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3104680,23,2
9482,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2427000,17,2
9484,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4000000,23,2
9486,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VERZA 150 CW,3114800,11,2
9487,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,10000000,35,2
9489,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,XMAX,21500000,23,2
9495,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 150 RR,3426150,34,2
9496,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER Z CW FI,742374,32,2
9498,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,9025195,28,2
9499,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA RR,4288992,33,2
9501,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,5555917,26,2
9502,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,6740400,35,2
9504,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,3151100,35,2
9505,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NSCOOPY FI CLSC MTRO,2533368,32,2
9507,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,35,2
9509,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA 250,8123440,23,2
9514,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV GP,4000000,23,2
9515,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,2100000,23,2
9518,BUDIHARJA,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,2397723,26,2
9520,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3600000,23,2
9527,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,13500000,18,2
9530,KAYUAMBON,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,4100000,35,2
9532,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO CW FI,2000000,23,2
9539,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3800000,35,2
9542,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4711400,17,2
9543,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2900000,35,2
9544,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23,2
9548,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS ISS,2800000,29,2
9552,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5255020,35,2
9554,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3300000,17,2
9555,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,4700000,11,2
9556,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,GENIO CBS,2700000,35,2
9557,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,8200000,11,2
9559,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW MEGA PRO CW FI,1043360,23,2
9564,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3000000,35,2
9567,JAYAGIRI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,2378800,17,2
9571,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,5000000,35,2
9573,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,12500000,23,2
9576,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,2536460,35,2
9583,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,2672516,22,2
9584,SARIWANGI,PARONGPONG,KAB. BANDUNG,MOTOR BEKAS,HONDA,NEW REVO FI FIT,2800000,23,2
9585,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3700000,35,2
9587,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,4600000,35,2
9589,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,4000000,29,2
9591,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3003300,23,2
9595,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV,1964900,23,2
9596,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3600000,35,2
9598,GALANGGANG,BATUJAJAR,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,5800000,35,2
9601,RAJAMANDALA KULON,CIPATAT,KAB. BANDUNG,MOTOR BEKAS,HONDA,CBR 150 R,4800000,35,2
9604,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,3000000,35,2
9605,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,GENIO ISS,3300000,35,2
9606,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3820000,24,2
9609,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,35,2
9613,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,5000000,23,2
9614,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,XMAX,12857120,23,2
9617,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CBS ISS,1900000,23,2
9618,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,3550000,35,2
9622,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3374280,23,2
9623,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB VERZA 150,2011400,17,2
9626,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2500000,23,2
9627,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW X-RIDE 125,2000000,35,2
9628,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5700000,29,2
9629,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,9700000,35,2
9630,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2500000,23,2
9633,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,2100000,23,2
9635,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW REVO CW,1855400,17,2
9637,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,2173200,17,2
9638,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5384000,17,2
9639,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,6000000,35,2
9640,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,3000000,35,2
9643,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,3600000,35,2
9644,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW VARIO TECHNO CBS,2233800,17,2
9648,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,4000000,23,2
9649,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,17,2
9658,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6900000,35,2
9659,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU150SCD2B,1661262,31,2
9665,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6643490,35,2
9668,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XMAX,17510550,24,2
9669,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2130760,23,2
9670,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA 150,6356241,25,2
9672,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4800000,35,2
9673,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,Z 250,12300000,23,2
9674,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,6000000,23,2
9678,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW PCX 150 ABS,9962160,20,2
9680,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3300000,35,2
9683,JAMBUDIPA,CISARUA,KAB. BANDUNG,MOTOR BEKAS,SUZUKI,GSX R 150,5300000,35,2
9684,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,4700000,23,2
9688,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3244460,23,2
9689,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3006340,23,2
9692,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,KLX 150,5700000,23,2
9696,TANJUNGJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1976520,29,2
9697,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,7142800,23,2
9702,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5000000,23,2
9705,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1040600,17,2
9706,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,8300000,35,2
9707,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2800000,23,2
9710,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4000000,35,2
9713,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,18800000,23,2
9722,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA R - KR 150 L,4600000,11,2
9724,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2500000,35,2
9725,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,5500000,11,2
9732,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO CW FI,4500000,11,2
9733,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,3400000,35,2
9734,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 FI,9000000,23,2
9735,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3100000,23,2
9737,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,1692400,17,2
9741,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4459920,23,2
9743,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,6500000,35,2
9744,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 ABS FI,22400000,23,2
9749,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW PCX 150 CBS,5000000,17,2
9751,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,5800000,35,2
9755,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2712765,29,2
9757,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2257937,28,2
9758,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15 GP MOVISTAR,3841546,30,2
9762,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,X - RIDE,-116600,35,2
9763,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,2976040,35,2
9764,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,11290300,23,2
9765,TANIMULYA,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,R15,2797280,35,2
9769,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW PCX 150 ABS,6608920,35,2
9774,JAYAMEKAR,PADALARANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,R15,5000000,35,2
9775,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,2918400,23,2
9777,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,5300000,35,2
9778,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),4100000,29,2
9780,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5500000,23,2
9784,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,4575000,35,2
9785,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,2499160,23,2
9786,KERTAJAYA,PADALARANG,KAB. BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA 250,14000000,24,2
9792,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,5628600,35,2
9793,TANIMULYA,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,2700000,36,2
9794,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6800000,35,2
9797,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,4929800,17,2
9798,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR 250 MONO,5100000,29,2
9802,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,2000000,23,2
9803,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3700000,23,2
9804,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,35,2
