NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
1032,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,14450000,23,1
1033,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO J-TEEN FI,1350000,17,1
1034,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5000000,35,2
1035,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW PCX 150 ABS,7000000,17,1
1036,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,4643349,24,2
1037,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,8138987,23,1
1038,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4600000,29,1
1039,PANGAUBAN,BATUJAJAR,KAB. BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2150000,23,1
1040,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3700000,23,1
1041,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,22,2
1042,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,23,2
1043,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW PCX 160 CBS,5100000,33,2
1044,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO S,4300000,33,2
1045,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3500000,35,1
1046,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,4000000,23,1
1047,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI PREMIUM,2900000,23,1
1048,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2750000,17,1
1049,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NMAX ABS,5700000,17,1
1050,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,6300000,35,2
1051,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3750000,35,1
1052,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 150 ABS,7461389,29,2
1053,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,314528,32,2
1054,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA LX 125 I-GET,7600000,33,2
1055,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,4400000,35,2
1056,LANGENSARI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,3200000,35,1
1057,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI S,6462598,24,2
1058,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NMAX ABS,7500000,35,1
1059,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,2175000,23,1
1060,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW REVO FI FIT,2700000,11,1
1061,KERTAWANGI,CISARUA,KAB. BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,33,2
1062,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,2
1063,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4100000,35,1
1064,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW MIO M3 CW,5000000,17,1
1065,PADAASIH,CISARUA,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4750000,35,2
1066,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 ABS,10000000,23,2
1067,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,4500000,33,2
1068,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,2
1069,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,3600000,33,2
1070,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2000000,17,1
1071,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,35,2
1072,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA LX 125 I-GET,10000000,21,1
1073,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,22,1
1074,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,HTM,GAJAH 200 RD 2.0 DP,7500000,23,1
1075,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5200000,29,2
1076,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,2
1077,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3200000,33,2
1078,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4500000,22,2
1079,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,22,2
1080,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,35,2
1081,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,15950000,17,1
1082,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3375000,35,1
1083,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,NEW VIXION,1750000,17,1
1084,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC,5135000,11,1
1085,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,NMAX ABS,5575000,23,1
1086,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,5075000,29,1
1087,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO FI SPORTY,4300000,35,2
1088,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,SUZUKI,GSX R 150,5000000,35,2
1089,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2250000,35,2
1090,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,4400000,35,2
1091,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3500000,35,2
1092,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2200000,35,2
1093,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,SUPRA GTR 150 SPORTY,2800000,35,2
1094,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2200000,35,2
1095,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY FI CLASSIC,2828459,30,2
1096,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,1906420,31,2
1097,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2917332,26,2
1098,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,2230052,33,2
1099,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2741144,30,2
1100,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2656140,31,1
1101,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,4200000,35,2
1102,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,4981336,25,2
1103,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,4200000,29,2
1104,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6300000,29,1
1105,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,35,2
1106,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,5888160,35,1
1107,CIHIDEUNG,PARONGPONG,KAB. BANDUNG,MOTOR BARU,YAMAHA,R15,9601475,25,1
1108,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3300000,35,2
1109,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA S,7300000,35,2
1110,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,6550000,35,2
1111,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,3100000,23,1
1112,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,3500000,35,2
1113,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5333836,28,2
1114,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,23,1
1115,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,6850000,29,2
1116,CIBOGO,LEMBANG,KAB. BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,6200000,29,2
1117,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO M3 CW,2925000,23,1
1118,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4700000,35,2
1119,PAGERWANGI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,4850000,35,1
1120,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,5800000,33,2
1121,JAYAGIRI,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,CRF 150 L,5200000,35,2
1122,CIKAHURIPAN,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,7400000,23,1
1123,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,3774228,29,2
1124,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2727419,21,1
1125,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2851732,27,2
1126,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,7800000,23,2
1127,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO,4000000,35,2
1128,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,2350000,29,1
1129,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150,5100000,35,1
1130,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3242916,25,1
1131,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,3300000,33,2
1132,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2150000,35,2
1133,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2400000,33,2
1134,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
1135,CIKOLE,LEMBANG,KAB. BANDUNG,MOTOR BARU,KAWASAKI,W 175 CAFE,6800000,35,2
1136,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),3100000,35,1
1137,BOJONGKONENG,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,KAWASAKI,KLX 150 G,8000000,35,2
1138,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6200000,35,2
1139,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4600000,35,2
1140,CIHANJUANG RAHAYU,PARONGPONG,KAB. BANDUNG,MOTOR BARU,KAWASAKI,W175 SE,4302077,34,2
1141,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3701949,32,2
1142,LEBAK SILIWANGI,COBLONG,KOTA BANDUNG,MOTOR BARU,PIAGGIO,SPRINT I-GET 150,9800000,33,2
1143,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA S125 IGET3V IE,12000000,33,2
1144,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4675000,17,1
1145,PATARUMAN,CIHAMPELAS,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3175000,23,1
1146,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,PIAGGIO,PRIMAVERA 150 LE 3Y,6275000,23,1
1147,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,4500000,23,2
1148,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,PIAGGIO,SPRINT I-GET 150,17000000,21,2
1149,PAKUHAJI,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,KAWASAKI,NINJA 250 SL,11700000,35,2
1150,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,KAWASAKI,W175 TR SE,6500000,33,2
1151,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,PIAGGIO,SPRINT I-GET 150,12500000,21,1
1152,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,PIAGGIO,SPRINT S I-GET150ABS,13000000,33,2
1153,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,5200000,23,2
1154,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 CBS,5700000,23,2
1155,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,33,2
1156,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,KLX 150 G,6500000,35,2
1157,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,2
1158,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33,2
1159,SUMURBANDUNG,CIPATAT,KAB. BANDUNG,MOTOR BEKAS,KAWASAKI,NEW Z250 SL,3400000,23,1
1160,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,10000000,33,2
1161,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,NINJA ZX 25 R ABS,24000000,35,2
1162,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BEKAS,KAWASAKI,KLX 150 S,2775000,23,1
1163,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,6975000,11,1
1164,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,4700000,35,2
1165,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3150000,35,1
1166,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1700000,35,1
1167,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2550000,33,2
1168,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,3700000,35,2
1169,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2400000,33,2
1170,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,33,2
1171,LANGENSARI,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,2
1172,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2600000,35,2
1173,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,3000000,35,2
1174,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3200000,35,2
1175,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2800000,33,2
1176,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3000000,35,1
1177,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,5345876,26,2
1178,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2702420,29,1
1179,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,1656745,26,1
1180,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,FINO SPORTY,4434247,25,2
1181,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2428427,27,2
1182,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2371880,35,2
1183,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,12800000,35,1
1184,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,4650000,35,2
1185,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CBS FI,2257840,35,2
1186,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,7400000,35,2
1187,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3499281,25,1
1188,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1393357,31,2
1189,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY,4204741,26,1
1190,PAGERWANGI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,6500000,29,1
1191,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2900000,23,1
1192,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,2
1193,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6200000,35,2
1194,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,13000000,23,1
1195,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5000000,23,1
1196,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4106826,29,2
1197,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW PCX 150 CBS,5000000,35,2
1198,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,3400000,35,2
1199,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3900000,23,1
1200,MEKARWANGI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2750000,35,2
1201,CIKAHURIPAN,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,33,2
1202,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,11079548,19,2
1203,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,4912137,17,1
1204,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5000000,35,2
1205,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,3680158,26,2
1206,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1800000,23,1
1207,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT STREETSPIONPLUS,2700000,35,1
1208,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4398889,30,2
1209,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,9532325,24,1
1210,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4200000,23,1
1211,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,11200000,23,2
1212,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2050000,33,2
1213,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 BF,4600000,23,1
1214,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2450000,35,1
1215,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY FASHION,7536950,23,2
1216,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2800000,23,1
1217,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3300000,17,1
1218,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,3600000,23,1
1219,PAGERWANGI,LEMBANG,KAB. BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,6285092,31,2
1220,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,6532857,27,2
1221,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,5000000,32,2
1222,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4323625,27,1
1223,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,CRF 150 L,5705000,23,1
1224,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),3550000,35,1
1225,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,CBR 150 R,7975000,23,1
1226,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,4300000,35,2
1227,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,PIAGGIO,SPRINT S I-GET150ABS,15000000,33,2
1228,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,23,2
1229,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA 250 SL,8600000,35,2
1230,NYENANG,CIPEUNDEUY,KAB. BANDUNG,MOTOR BARU,KAWASAKI,KLX 230 SE,15500000,35,2
1231,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2500000,23,1
1232,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,4700000,35,2
1233,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,20000000,17,2
1234,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 CBS,6100000,23,2
1235,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3200000,22,2
1236,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO FI PREMIUM,3200000,35,2
1237,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,3350000,29,1
1238,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2085000,11,1
1239,CILAME,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1375000,17,1
1240,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,GESITS,GESITS,5500000,17,2
1241,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2050000,35,1
